title|url|text
Que devient mon livret d'épargne quand le plafond est atteint ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=devient-livret-depargne-quand-plafond-atteint|Lorsque le plafond est atteint, votre livret continue de vivre !  Vous bénéficiez du cumul des intérêts au-delà du plafond défini.  Vous ne pouvez plus faire de versements, mais vous pouvez retirer de l'argent selon vos besoins.
Quels sont les principaux documents demandés par la banque pour l’étude d’un dossier de prêt immobilier ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=sont-principaux-documents-pris-consideration-la-banque-letude-dun-dossier-pret-immobilier|Un achat immobilier est un investissement qui vous engage sur plusieurs années. Ainsi, pour que ce projet se déroule sereinement sur toute la durée du prêt, votre conseiller s'attache à évaluer votre capacité à rembourser votre emprunt. Pour cela il recense vos charges et vos revenus.  Pour étudier votre dossier, il vous communiquera en amont les éléments dont il a besoin : la liste des documents demandés varie en fonction du prêt et et de votre situation. Pour un salarié, nous vous demanderons à minima :  - Vos 3 derniers bulletins de salaire - Votre dernier avis d'imposition - Une pièce d'identité  - Un justificatif de domicile de moins de 3 mois - Vos 3 derniers relevés de compte bancaire (si vous n'êtes pas encore client chez nous !)
Pourquoi suis-je obligé d’avoir une assurance emprunteur ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=pourquoi-suis-je-oblige-davoir-assurance-emprunteur|L'assurance emprunteur est obligatoire sur nos prêts immobiliers. L'assurance emprunteur permet notamment de couvrir les risques suivants :  Décès Invalidité  Arrêt de travail prolongé  Chômage.  Si vous êtes victime d'une telle situation, l'assureur étudie votre dossier et peut prendre le relais en remboursant les mensualités de votre prêt (en cas de décès, le capital restant dû est pris en charge par l'assureur).  À savoir : Pour vivre sereinement votre projet, il est important de souscrire une assurance qui vous protège, vous et votre famille.
Puis-je être assuré si j'ai (ou ai eu) un grave problème de santé ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=puis-je-etre-assure-si-ai-ou-eu-un-grave-probleme-sante|L'assureur étudie votre éligibilité à l'assurance emprunteur au regard de votre situation personnelle.  Si vous présentez un risque aggravé de santé, votre demande d'assurance pourra être examinée selon les principes posés par la convention AERAS (s'Assurer et Emprunter avec un Risque Aggravé de Santé).  Elle a été conclue entre l'État, les fédérations professionnelles de la banque, de l'assurance, de la mutualité et les associations de malades et de consommateurs.  Son objectif est d'améliorer l'accès à l'emprunt et à l'assurance des personnes présentant un risque de santé aggravé. Pour en savoir plus, rendez-vous sur le site dédié : www.aeras-infos.fr.
Comment se connecter à mon espace client la première fois ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=comment-acceder-mes-comptes|"Votre première connexion à l'espace client peut se faire depuis l'appli CMB ou depuis le site internet. Depuis l'appli CMB Cliquez sur le bouton “Se connecter” en bas de l’écran. Renseignez votre identifiant et votre premier mot de passe, puis cliquez sur “Se connecter”. Votre identifiant et votre premier mot de passe se trouvent sur le document que vous a remis votre conseiller lors de votre ouverture de compte en agence. Pour une ouverture de compte en ligne, ces éléments vous ont été communiqués par email. Pour pouvoir utiliser l'appli CMB, enregistrez ensuite votre mobile comme appareil de confiance : cliquez sur le bouton “Enregistrer mon appareil” et suivez les indications qui apparaissent à l'écran : notre tutoriel complet peut également vous aider. Connectez-vous maintenant sur l'appli CMB en utilisant votre code de sécurité à 5 chiffres, votre empreinte digitale ou la reconnaissance faciale. Depuis le site internet Saisissez votre identifiant et votre ""mot de passe d'activation"" temporaire ; cet identifiant et ce ""mot de passe d'activation"" vous ont été transmis par votre conseiller lors de l'ouverture de votre compte en agence. Pour une ouverture de compte en ligne, ces éléments vous ont été communiqués par email. Vous serez ensuite invité à créer votre mot de passe personnel que vous utiliserez lors de vos futures connexions. Notre tutoriel complet vous accompagne aussi pour cette première connexion à votre espace client sur mon.cmb.fr."
Où trouver mon identifiant de connexion ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=ou-trouver-identifiant-mon-mot-passe|Vous avez reçu votre identifiant de connexion suite à votre ouverture de compte. Cet identifiant vous permet d'accéder à votre espace client sur le site internet. Vous avez ouvert votre compte en agence ? Votre identifiant de connexion vous a été transmis sur papier par votre conseiller. Vous avez ouvert votre compte en ligne ? Votre identifiant de connexion vous a été communiqué par email. À savoir : Vous avez perdu ou oublié votre identifiant de connexion ? Rééditez votre identifiant. Vous pouvez également contacter l'assistance Banque à Distance au 09 69 36 02 20, accessible 7 jours sur 7, de 8 heures à 22 heures.
Comment débloquer l'accès à mon espace client ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=ai-bloque-lacces-mes-comptes-que-faire|"Vous pouvez débloquer votre accès depuis votre espace client, sur l'appli CMB ou sur le site internet. Depuis l'appli CMB  A l'ouverture de l'appli, cliquez sur ""Accès bloqué ?"" Sélectionnez ensuite ""Débloquer mon accès"". Un formulaire s'ouvre : renseignez-le et cliquez sur ""Continuer"". Depuis le site internet Cliquez sur le bouton ""Se connecter"" en haut à droite du site. Cliquez sur ""Codes d'accès oubliés / Accès bloqué"" sous le bouton ""Suivant"". Sélectionnez ensuite ""Débloquer mon accès"". Un formulaire s'ouvre : renseignez-le et cliquez sur ""Continuer"". À savoir :  Pour des raisons de sécurité, l'accès à vos comptes est bloqué au bout de trois tentatives de connexion erronées. Vous êtes un particulier ? Vous pouvez également contacter l'assistance Banque à Distance, au 0969 360 220, accessible 7 jours sur 7, de 8h à 22h. Vous êtes un professionnel ? Vous pouvez également contacter l'assistance Banque à Distance, au 02 98 32 23 21, accessible du lundi au vendredi de 8h30 à 19h00, le samedi de 8h30 à 16h30."
Comment consulter les comptes de mes enfants, tutelles et comptes sur lesquels je suis mandataire ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=comment-consulter-comptes-mes-enfants-tutelles-comptes-lesquels-suis-mandataire|"Vous pouvez consulter ces comptes depuis votre espace client sur le site internet : Dans le menu, cliquez sur ""COMPTES & EPARGNE"", puis ""Autres comptes (Enfants, tutelles, procurations)"". Deux onglets vous sont alors proposés : ""Enfants, tutelles, ..."" et ""Procurations"" : cliquez sur celui qui vous concerne.  Vous visualisez ainsi la liste des comptes dont vous êtes responsable."
Comment pointer mes comptes ou mettre en valeur une opération ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=comment-pointer-comptes-mettre-valeur-operation|"Vous pouvez pointer vos comptes ou identifier une opération avec les libellés longs depuis votre espace client sur le site internet (service indisponible sur l'appli). Sur votre page d'accueil :  Cliquez sur le solde du compte que vous souhaitez pointer. En-dessous d' ""Opérations comptabilisées"", cliquez sur ""Afficher les options d'affichage"". Vous pouvez sélectionner une période, un ordre d'affichage ou l'affichage des libellés longs. Cliquez sur ""Pointer les opérations"" pour activer la fonctionnalité : Utilisez la coche pour pointer l'opération Utilisez le drapeau si vous avez besoin de vérifier cette opération"
Comment rechercher une opération sur mes comptes ?|https://www.cmb.fr/reseau-bancaire-cooperatif/web/aide/faq?question=comment-rechercher-operation-mes-comptes|"Quelle que soit la période, l'outil de recherche vous permet de retrouver facilement une opération effectuée sur l'un de vos comptes : un virement, le paiement d'une facture, un prélèvement des impôts, vos chèques débités, etc.   Deux options de recherche sont possibles depuis votre espace client : en accès rapide pour une recherche simple, ou en recherche avancée avec des filtres afin d'affiner les résultats.  Depuis votre espace client sur le site internet :  Pour l'accès rapide Sélectionnez le compte concerné par la recherche.  Vous arrivez dans votre ""Détail compte"" où se trouve un champ de recherche avec une loupe.  Tapez vos mots-clés de recherche puis cliquez sur ""Rechercher"". Les résultats s'affichent alors juste en dessous. Pour la recherche avancée Cliquez sur ""Recherche avancée et export d'opérations"" en-dessous du bouton rouge ""Rechercher"". Deux critères sont alors proposés :  le libellé de l'opération et le montant de l'opération. Trois filtres de recherche sont à votre disposition : ""Comptes"", ""Période"" et ""Types d'opérations"". Vous avez la possibilité de télécharger le résultat. Exemple : Pour rechercher vos factures de téléphone depuis 1 an, saisissez le nom de votre prestataire téléphonique dans le libellé de l’opération et 1 an dans la période. Notez que vous n’êtes pas obligé de tout remplir pour lancer la recherche. Une partie des critères peut suffire pour retrouver l'opération. Puis lancez la recherche : les résultats apparaissent directement en bas de la page !   À savoir : Vous bénéficiez de ce service sur tous les comptes et livrets pour lesquels vous êtes titulaire, cotitulaire, représentant légal et mandataire, et cela, sans frais supplémentaires."
